12, 8, 0
12, 7, 1
16, 16, 0
15, 0, 1
6, 8, 1
0, 5, 1
10, 17, 0
17, 12, 0
19, 11, 0
19, 17, 0
18, 2, 0
1, 2, 1
12, 13, 0
15, 16, 0
14, 18, 0
2, 17, 1
20, 6, 0
1, 14, 1
7, 19, 0
8, 6, 1
7, 12, 1
19, 7, 0
3, 16, 1
14, 14, 0
10, 7, 1
14, 1, 1
0, 14, 1
10, 11, 0
5, 20, 0
20, 18, 0
4, 1, 1
3, 20, 0
12, 0, 1
15, 18, 0
19, 6, 0
15, 4, 1
9, 7, 1
7, 18, 0
17, 9, 0
2, 1, 1
10, 14, 0
13, 10, 0
12, 6, 1
7, 16, 0
18, 18, 0
8, 15, 0
4, 3, 1
14, 3, 1
15, 19, 0
1, 2, 1
16, 9, 0
17, 8, 0
2, 9, 1
9, 14, 0
13, 18, 0
15, 5, 0
4, 1, 1
4, 17, 0
18, 5, 0
8, 18, 0
20, 17, 0
3, 16, 1
17, 1, 1
14, 10, 0
7, 14, 0
9, 18, 0
13, 7, 0
4, 2, 1
9, 20, 0
17, 7, 0
15, 10, 0
6, 4, 1
19, 12, 0
9, 8, 1
5, 9, 1
16, 20, 0
14, 18, 0
11, 1, 1
7, 15, 0
16, 16, 0
10, 12, 0
9, 1, 1
7, 11, 1
8, 9, 1
0, 16, 1
0, 7, 1
7, 6, 1
7, 20, 0
3, 7, 1
14, 4, 1
13, 0, 1
16, 14, 0
17, 16, 0
11, 1, 1
5, 7, 1
1, 11, 1
11, 9, 0
15, 0, 1
17, 5, 0
7, 14, 0
0, 13, 1
16, 13, 0
15, 12, 0
12, 6, 1
13, 11, 0
11, 11, 0
4, 4, 1
3, 11, 1
0, 17, 1
5, 13, 1
2, 17, 1
4, 9, 1
3, 12, 1
14, 14, 0
4, 3, 1
13, 12, 0
5, 12, 1
15, 12, 0
2, 1, 1
19, 18, 0
12, 20, 0
10, 1, 1
14, 7, 0
13, 16, 0
0, 7, 1
1, 9, 1
0, 8, 1
10, 12, 0
19, 17, 0
20, 12, 0
17, 17, 0
6, 5, 1
7, 20, 0
20, 1, 0
14, 10, 0
9, 17, 0
2, 19, 0
1, 20, 0
10, 16, 0
2, 3, 1
13, 16, 0
4, 15, 1
9, 13, 0
15, 18, 0
16, 1, 1
6, 3, 1
20, 8, 0
17, 9, 0
2, 12, 1
20, 13, 0
8, 14, 0
18, 12, 0
13, 8, 0
1, 5, 1
20, 1, 0
5, 20, 0
9, 12, 0
19, 14, 0
6, 4, 1
2, 15, 1
10, 7, 1
10, 0, 1
10, 13, 0
4, 15, 1
20, 8, 0
17, 16, 0
8, 14, 0
9, 13, 0
7, 3, 1
19, 11, 0
17, 16, 0
8, 10, 1
8, 2, 1
5, 18, 0
14, 13, 0
6, 13, 1
18, 0, 1
0, 8, 1
2, 11, 1
2, 20, 0
10, 6, 1
2, 10, 1
14, 17, 0
2, 9, 1
6, 6, 1
18, 1, 1
20, 16, 0
2, 5, 1
17, 5, 0
10, 3, 1
1, 11, 1
4, 19, 0
9, 1, 1
2, 16, 1
19, 13, 0
9, 17, 0
11, 7, 1
12, 17, 0
14, 6, 0
10, 7, 1
15, 5, 0
14, 16, 0
17, 5, 0
1, 8, 1
9, 2, 1
4, 12, 1
14, 20, 0
14, 14, 0
19, 19, 0
10, 2, 1
4, 0, 1
17, 3, 0
11, 3, 1
13, 17, 0
2, 3, 1
14, 20, 0
9, 13, 0
14, 11, 0
11, 20, 0
9, 8, 1
18, 4, 0
17, 17, 0
18, 6, 0
13, 18, 0
9, 18, 0
13, 12, 0
16, 12, 0
18, 16, 0
11, 17, 0
4, 7, 1
4, 5, 1
4, 16, 0
4, 11, 1
15, 3, 1
14, 9, 0
12, 7, 1
16, 11, 0
15, 18, 0
11, 4, 1
1, 1, 1
2, 1, 1
6, 19, 0
9, 9, 1
8, 2, 1
5, 10, 1
11, 1, 1
17, 10, 0
13, 7, 0
16, 20, 0
19, 14, 0
14, 14, 0
12, 16, 0
2, 7, 1
20, 12, 0
16, 19, 0
2, 16, 1
18, 6, 0
14, 16, 0
14, 16, 0
7, 8, 1
1, 19, 0
20, 14, 0
9, 18, 0
19, 11, 0
10, 2, 1
6, 0, 1
20, 6, 0
13, 20, 0
19, 0, 1
11, 2, 1
10, 19, 0
8, 10, 1
15, 19, 0
2, 16, 1
4, 15, 1
19, 7, 0
1, 5, 1
18, 12, 0
18, 0, 1
16, 14, 0
5, 12, 1
6, 11, 1
11, 8, 1
3, 4, 1
11, 2, 1
14, 0, 1
4, 8, 1
7, 7, 1
15, 7, 0
10, 11, 0
10, 2, 1
15, 19, 0
11, 14, 0
17, 16, 0
17, 1, 1
19, 2, 0
12, 1, 1
10, 18, 0
12, 18, 0
12, 10, 0
3, 7, 1
8, 13, 0
8, 16, 0
16, 17, 0
16, 2, 1
16, 20, 0
17, 8, 0
16, 19, 0
15, 10, 0
9, 4, 1
6, 5, 1
10, 13, 0
5, 2, 1
14, 0, 1
1, 0, 1
8, 3, 1
8, 8, 1
17, 14, 0
13, 20, 0
19, 14, 0
0, 1, 1
16, 1, 1
9, 9, 1
